track_name,track_artist,track_album_release_date,playlist_genre
Workin' For MCA,Lynyrd Skynyrd,1/1/08,rock
Swamp Music,Lynyrd Skynyrd,1/1/08,rock
Saturday Night Special,Lynyrd Skynyrd,1/1/08,rock
All I Can Do Is Write About It,Lynyrd Skynyrd,1/1/08,rock
Gimme Back My Bullets,Lynyrd Skynyrd,1/1/08,rock
What's Your Name,Lynyrd Skynyrd,1/1/08,rock
That Smell,Lynyrd Skynyrd,1/1/08,rock
Don't Ask Me No Questions,Lynyrd Skynyrd,1/1/08,rock
One More Time - Original Version,Lynyrd Skynyrd,1/1/08,rock
Truck Drivin' Man - Demo Version,Lynyrd Skynyrd,1/1/08,rock
Mr. Banker - Single Version,Lynyrd Skynyrd,1/1/08,rock
The Needle And The Spoon,Lynyrd Skynyrd,1/1/08,rock
Double Trouble,Lynyrd Skynyrd,1/1/08,rock
Was I Right Or Wrong,Lynyrd Skynyrd,1/1/08,rock
Any Way You Want It,Journey,9/19/01,rock
My Best Friend's Girl,The Cars,6/6/78,rock
Centerfold,The J. Geils Band,1/1/88,rock
867-5309 / Jenny,Tommy Tutone,4/9/08,rock
Cum on Feel the Noize,Quiet Riot,1983,rock
Take Me Home Tonight,Eddie Money,1977,rock
We Built This City,Starship,9/1/08,rock
Wanted Dead Or Alive,Bon Jovi,1/1/10,rock
Juke Box Hero - 2008 Remaster,Foreigner,7/8/08,rock
Peace of Mind,Boston,1976,rock
Come Sail Away,Styx,1/1/04,rock
Hit Me With Your Best Shot - 1999 Digital Remaster,Pat Benatar,9/23/99,rock
Poison,Alice Cooper,1989,rock
Jump - 2004 Remaster,Van Halen,5/16/06,rock
Won't Get Fooled Again - Original Album Version,The Who,12/21/09,rock
No More Mr. Nice Guy - Remastered Version,Alice Cooper,2001,rock
Every Rose Has Its Thorn - Remastered 2003,Poison,1/1/06,rock
Shot In The Dark,Ozzy Osbourne,2/22/86,rock
Lick It Up,KISS,1/1/01,rock
Shout at the Devil,Mötley Crüe,2009,rock
You've Got Another Thing Comin',Judas Priest,1/25/98,rock
Sweet Child O' Mine,Guns N' Roses,1/1/04,rock
Rainbow in the Dark,Dio,9/22/00,rock
Home Sweet Home,Mötley Crüe,2009,rock
Rag Doll,Aerosmith,1/1/11,rock
Bad Medicine,Bon Jovi,1/1/10,rock
Crazy Train - 2002 Version,Ozzy Osbourne,2/11/03,rock
Like A Rolling Stone - Edit,The Rolling Stones,4/26/11,rock
Janie's Got A Gun - Single Version,Aerosmith,1/1/11,rock
Runnin' with the Devil,Van Halen,9/24/96,rock
Baba O'Riley,The Who,12/21/09,rock
Paradise City,Guns N' Roses,1/1/04,rock
Crazy,Aerosmith,1/1/11,rock
Who Are You,The Who,6/11/02,rock
Cryin',Aerosmith,1/1/11,rock
Wild Side,Mötley Crüe,2009,rock
You Give Love A Bad Name,Bon Jovi,1/1/10,rock
Learning To Fly,Tom Petty and the Heartbreakers,1/1/91,rock
Knockin' On Heaven's Door,Guns N' Roses,1/1/04,rock
American Girl,Tom Petty and the Heartbreakers,1/1/00,rock
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,6/23/98,rock
Faithfully,Journey,9/19/01,rock
You're All I've Got Tonight,The Cars,2/19/02,rock
Cocaine,Eric Clapton,3/7/95,rock
Patience,Guns N' Roses,1/1/04,rock
The Kids Are Alright - Mono/Stereo Version,The Who,12/21/09,rock
Don't Cry (Original),Guns N' Roses,1/1/04,rock
Runaway,Bon Jovi,1/1/10,rock
Don't Do Me Like That,Tom Petty and the Heartbreakers,11/16/93,rock
Livin' On The Edge,Aerosmith,1/1/11,rock
Free Fallin',Tom Petty and the Heartbreakers,1/1/00,rock
Livin' On A Prayer,Bon Jovi,1/1/10,rock
"Mama, I'm Coming Home",Ozzy Osbourne,2/11/03,rock
After Midnight,Eric Clapton,3/7/95,rock
My Generation - Original Mono Version,The Who,12/21/09,rock
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,12/20/71,rock
Are You Gonna Go My Way,Lenny Kravitz,3/9/93,rock
Run To The Hills,Iron Maiden,5/13/08,rock
Fat Bottomed Girls,Queen,10/26/81,rock
I Won't Back Down,Tom Petty and the Heartbreakers,1/1/00,rock
Another One Bites The Dust,Queen,10/26/81,rock
Roxanne,The Police,1/1/95,rock
Carry on Wayward Son,Kansas,1984,rock
Layla,Derek & The Dominos,3/7/95,rock
Every Breath You Take,The Police,1/1/95,rock
Shake It Up,The Cars,2/19/02,rock
I Shot The Sheriff,Eric Clapton,3/7/95,rock
Sunshine Of Your Love,Cream,3/7/95,rock
True Colors,Cyndi Lauper,10/14/86,rock
I Want You To Want Me,Cheap Trick,1977-02,rock
I Still Haven't Found What I'm Looking For,U2,10/1/98,rock
Two Tickets to Paradise,Eddie Money,1977,rock
One in a Million,The Romantics,1998,rock
You Don't Know How It Feels,Tom Petty,10/21/94,rock
Separate Ways (Worlds Apart),Journey,9/19/01,rock
Mr. Roboto,Styx,1/1/02,rock
American Woman,Lenny Kravitz,2000,rock
Pride (In The Name Of Love),U2,1/1/06,rock
Message In A Bottle,The Police,1/1/95,rock
Love and Death,Ebo Taylor,10/25/10,rock
Afe Ato Yen Bio,De Frank Professionals,8/2/10,rock
Petit Sekou,Bembeya Jazz National,1976,rock
Afro Beat Blues (Feat. Ojah),Hugh Masekela,7/24/06,rock
Tire Loma da Nigbehin,Monomono,7/17/11,rock
Khala My Friend,Amanaz,5/19/17,rock
Free My People,Joni Haastrup,1978,rock
Funky Lady,Teddy Chisi,5/19/17,rock
Born Black,Chrissy Zebby Tembo,5/19/17,rock
Akula Owu Onyeara,The Funkees,3/19/12,rock
Isi Agboncha,The Semi Colon,11/23/10,rock
Wanna Do My Thing,Matata,1/1/94,rock
Ohomi,Sonny Okosun,11/23/10,rock
Chant To Mother Earth,BLO,5/16/10,rock
Changa Namwele,Machine Gunners,5/19/17,rock
Fast,Salty Dog,5/19/17,rock
Running,Blackfoot,5/19/17,rock
I Don't Know,Born Free,5/19/17,rock
Few Bana Zambia,Five Revolutions,5/19/17,rock
You Better Know,WITCH,5/19/17,rock
Hi Babe,Ngozi Family,5/19/17,rock
You Are My Heart,Rex Williams,5/12/08,rock
It's Not Easy,Ofege,11/17/09,rock
Soubour,Songhoy Blues,2/24/15,rock
I Want a Break Thru,The Hykkers,10/30/11,rock
In the Jungle - Instrumental,The Hygrades,8/10/09,rock
Awa adounia,Liya Ag Ablil,8/28/12,rock
Acid Rock,The Funkees,8/10/09,rock
She's A Dropout,The Apostles,6/27/10,rock
Gbomei Adesai,The Psychedelic Aliens,11/22/10,rock
Kenimania,Monomono,8/10/09,rock
Obaa Sima,Ata Kak,3/3/15,rock
Rough Rider,The Hygrades,11/23/10,rock
Greetings,Joni Haastrup,3/23/09,rock
Akwa Kayi Ji Bia Nuwa,The Identicals,7/12/10,rock
Heaven,Ebo Taylor,1977,rock
Keleya,Moussa Doumbia,3/7/05,rock
Secret Agent,Tony Allen,6/8/09,rock
Heavy Heavy Heavy,Geraldo Pino,1974,rock
Blacky Joe,P.R.O.,11/23/10,rock
Somebody's Gonna Lose or Win,The Hygrades,11/23/10,rock
Fefe Naa Efe,Fela Kuti,1/1/73,rock
This Hustling World,Gyedu-Blay Ambolley,10/15/12,rock
Onye Mmanya,The Funkees,3/19/12,rock
Bargain,Rob,3/12/12,rock
Spoons,Malian Musicians,4/15/02,rock
Hyena,Jamshied Sharifi,9/18/09,rock
Fafa,Vieux Farka Touré,5/26/09,rock
Watch Your Life,Itadi,5/3/13,rock
Toumast Tincha,Tinariwen,2/10/14,rock
Closer To The Heart,Rush,9/1/77,rock
Bohemian Rhapsody - 2011 Mix,Queen,11/21/75,rock
Come Together - 2019 Mix,The Beatles,9/27/19,rock
You Can't Always Get What You Want,The Rolling Stones,12/5/69,rock
Money,Pink Floyd,3/1/73,rock
Suffragette City - 2012 Remaster,David Bowie,6/6/72,rock
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,5/19/72,rock
Eminence Front,The Who,9/4/82,rock
Rock You Like A Hurricane,Scorpions,3/27/84,rock
Good Times Roll,The Cars,6/6/78,rock
Stairway to Heaven - Remaster,Led Zeppelin,11/8/71,rock
Welcome to My Nightmare,Alice Cooper,1975,rock
Rock & Roll Band,Boston,1976,rock
Nights In White Satin - Single Version / Mono Mix,The Moody Blues,11/10/67,rock
Killer Queen - 2011 Mix,Queen,10/19/18,rock
Spill The Wine,Eric Burdon,1/1/76,rock
Running on Empty - 45 Version,Jackson Browne,1978,rock
Feelin' Alright?,Traffic,1/1/68,rock
Back In The U.S.S.R. - 2018 Mix,The Beatles,11/9/18,rock
Gypsy - 2018 Remaster,Fleetwood Mac,11/16/18,rock
Rebel Rebel - 2014 Remaster,David Bowie,9/23/16,rock
Bad Reputation,Joan Jett & The Blackhearts,1/23/81,rock
Bang a Gong (Get It On) - Remastered Version,T. Rex,9/24/71,rock
Cherry Bomb,The Runaways,1976,rock
I Do The Rock,Tim Curry,1/1/79,rock
Hang On to Yourself - 2012 Remaster,David Bowie,6/6/72,rock
You Really Got Me - Mono Mix,The Kinks,10/2/64,rock
Werewolves of London - 2007 Remaster,Warren Zevon,6/1/78,rock
Big Shot,Billy Joel,10/13/78,rock
Behind Blue Eyes,The Who,8/14/71,rock
Saturday Night's Alright (For Fighting),Elton John,11/8/90,rock
I'm On Fire,Bruce Springsteen,6/4/84,rock
Wavelength - Remastered,Van Morrison,1978-09,rock
Smoke on the Water - 2012 Remaster,Deep Purple,1/30/01,rock
Time,Pink Floyd,3/1/73,rock
Romeo and Juliet,Dire Straits,10/17/80,rock
Expecting to Fly,Buffalo Springfield,10/30/67,rock
"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,1/1/75,rock
Suite: Judy Blue Eyes - Remastered,"Crosby, Stills & Nash",5/29/69,rock
Satellite of Love,Lou Reed,12/1/72,rock
I Shot The Sheriff - Full Length Version,Eric Clapton,4/13/18,rock
Break On Through (To The Other Side) - Live At Isle Of Wight Festival 1970,The Doors,2/9/18,rock
The Real Me,The Who,10/19/73,rock
The Jean Genie - 2013 Remaster,David Bowie,4/13/73,rock
Rhiannon - 2017 Remaster,Fleetwood Mac,7/11/75,rock
The Chain - 2004 Remaster,Fleetwood Mac,2/4/77,rock
Breakdown,Tom Petty and the Heartbreakers,11/9/76,rock
Mannish Boy,Jimi Hendrix,3/9/18,rock
Bennie And The Jets - Remastered 2014,Elton John,10/5/73,rock
Gimme Shelter - Mono,The Rolling Stones,1/1/66,rock
Evil Woman,Electric Light Orchestra,1972,rock
Solsbury Hill,Peter Gabriel,2/25/77,rock
Old Man - 2017 Remaster,Neil Young,1977,rock
What Is Life,George Harrison,11/27/70,rock
Middle of the Road - 2007 Remaster,Pretenders,1984,rock
Sunday Bloody Sunday - Remastered 2008,U2,2/28/83,rock
People Are Strange,The Doors,9/25/67,rock
Protection - Digitally Remastered 1996,Graham Parker,1/10/96,rock
Message In A Bottle - Remastered 2003,The Police,10/2/79,rock
Tunnel of Love (Intro: The Carousel Waltz),Dire Straits,10/17/80,rock
Hot Child In The City - (Pre-Order Exclusive),Nick Gilder,1/1/01,rock
Need You Tonight,INXS,1987,rock
Give Blood,Pete Townshend,11/30/85,rock
"Lawyers, Guns and Money - 2007 Remaster",Warren Zevon,6/1/78,rock
My Old School,Steely Dan,1/1/73,rock
Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,Stevie Nicks,7/27/81,rock
Cleveland Rocks - 2009 Remaster,Ian Hunter,3/27/79,rock
You Shook Me All Night Long,AC/DC,5/24/86,rock
Welcome To The Jungle,Guns N' Roses,1/1/87,rock
Hotel California - 2013 Remaster,Eagles,12/8/76,rock
Paranoid,Black Sabbath,9/18/70,rock
Paint It Black,The Rolling Stones,7/12/04,rock
Losing My Religion,R.E.M.,1/1/91,rock
Fear Of The Dark - 1998 Remastered Version,Iron Maiden,5/17/99,rock
Californication,Red Hot Chili Peppers,6/8/99,rock
Another Brick In The Wall - 2001 Remastered Version,Pink Floyd,11/1/81,rock
Come As You Are,Nirvana,9/26/91,rock
Kryptonite,3 Doors Down,1/1/07,rock
Zombie,The Cranberries,10/3/94,rock
Carry on Wayward Son,Kansas,2010,rock
The Unforgiven,Metallica,8/12/91,rock
Roadhouse Blues - New Stereo Mix,The Doors,1/28/08,rock
You Give Love A Bad Name,Bon Jovi,1/1/10,rock
Run to the Hills - 1998 Remastered Version,Iron Maiden,1982,rock
Pour Some Sugar On Me (2012),Def Leppard,1987,rock
Wind Of Change,Scorpions,1/1/90,rock
Stairway To Heaven,Led Zeppelin,11/8/71,rock
Money For Nothing,Dire Straits,11/7/05,rock
Hard as a Rock,AC/DC,9/22/95,rock
Smells Like Teen Spirit,Nirvana,1/1/02,rock
Black Betty,Ram Jam,2/26/10,rock
Sunday Bloody Sunday,U2,10/1/98,rock
(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,8/15/89,rock
Cocaine,Eric Clapton,1/1/05,rock
Panama - 2004 Remaster,Van Halen,2004,rock
The Passenger,Iggy Pop,9/9/77,rock
Crazy Train,Ozzy Osbourne,2014,rock
Don't Stop Believin',Journey,1978,rock
Cryin',Aerosmith,11/20/01,rock
Sweet Dreams (Are Made Of This),Marilyn Manson,1/1/95,rock
(Don't Fear) The Reaper - Single Version,Blue Öyster Cult,2005,rock
My Hero,Foo Fighters,11/3/09,rock
The Boys Are Back In Town,Thin Lizzy,1/1/10,rock
Black Hole Sun,Soundgarden,9/28/10,rock
Every Rose Has Its Thorn - Remastered 2003,Poison,3/21/88,rock
Detroit Rock City,KISS,4/8/97,rock
Tribute,Tenacious D,8/30/01,rock
Is This Love - 2007 Remastered Version,Whitesnake,4/4/87,rock
"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 1999 Remaster",Eric Clapton,10/12/99,rock
Poison,Alice Cooper,5/5/07,rock
"Burning Heart - From ""Rocky IV"" Soundtrack",Survivor,1985,rock
Sad But True,Metallica,8/12/91,rock
Heaven's On Fire,KISS,9/13/84,rock
White Wedding - Part 1 - 2001- Remaster,Billy Idol,1982,rock
Every Breath You Take - Remastered 2003,The Police,6/1/83,rock
Living After Midnight,Judas Priest,1980,rock
Whole Lotta Love,Santana,9/17/10,rock
Du hast,Rammstein,8/22/97,rock
Cats In The Cradle,Ugly Kid Joe,1/1/03,rock
Rebel Yell - 1999 - Remaster,Billy Idol,1983,rock
Hysteria 2013 (Re-Recorded Version) - Single,Def Leppard,8/26/13,rock
Barracuda,Heart,11/26/02,rock
How You Remind Me,Nickelback,9/11/01,rock
Use Somebody,Kings of Leon,9/23/08,rock
Perfect Strangers,Deep Purple,1984,rock
Owner Of A Lonely Heart,Yes,6/1/83,rock
Shot in the Dark,Ozzy Osbourne,2/22/86,rock
Here I Go Again,Whitesnake,7/4/94,rock
Holy Diver,Dio,1983,rock
Livin' On The Edge,Aerosmith,4/20/93,rock
Don't Bring Me Down,Electric Light Orchestra,2005,rock
Still Of The Night - 2007 Remastered Version,Whitesnake,4/4/87,rock
Man in the Box,Alice In Chains,9/4/90,rock
Ace Of Spades,Motörhead,2001,rock
Wish You Were Here - 2011 Remastered Version,Pink Floyd,9/12/75,rock
You're All I've Got Tonight,The Cars,6/6/78,rock
Hey Jude - Remastered 2009,The Beatles,3/7/88,rock
Dream On,Aerosmith,11/19/91,rock
Crimson and Clover,Tommy James & The Shondells,1989,rock
Bridge over Troubled Water,Simon & Garfunkel,6/14/72,rock
Suite: Judy Blue Eyes - Remastered,"Crosby, Stills & Nash",5/29/69,rock
Feel Like Makin' Love (Remastered Album Version),Bad Company,1975,rock
I Got You,Split Enz,7/27/87,rock
I Go Blind,Hootie & The Blowfish,9/19/95,rock
25 or 6 to 4,Chicago,11/10/75,rock
Helter Skelter - Remastered 2009,The Beatles,11/22/68,rock
Angie,The Rolling Stones,8/31/73,rock
Love Is Like Oxygen - Alternate Version,Sweet,6/12/12,rock
Give A Little Bit,Supertramp,2/23/87,rock
Turn To Stone,Electric Light Orchestra,1979,rock
Suavecito,Malo,1972,rock
Back On My Feet Again,The Babys,1980,rock
Here I Go Again - 20th Anniversary Remaster,Whitesnake,4/4/87,rock
Kyrie - Single Version,Mr. Mister,4/17/01,rock
She's A Beauty,The Tubes,1/1/92,rock
Fly Like An Eagle,Steve Miller Band,1976,rock
Without You,Harry Nilsson,2/12/08,rock
Welcome To The Machine - 2011 Remastered Version,Pink Floyd,9/12/75,rock
You're so Vain,Carly Simon,1975,rock
Keep On Tryin',Poco,1/1/75,rock
A Day In The Life - Remastered 2009,The Beatles,6/1/67,rock
Take Me to the River - 2003 Remaster,Talking Heads,8/17/04,rock
The One Thing,INXS,6/4/02,rock
One,Three Dog Night,1/1/82,rock
These Eyes - Remastered,The Guess Who,1999,rock
Crimson And Clover,Tommy James,10/28/08,rock
Groovin' - Single Version,The Young Rascals,7/23/90,rock
Hot Fun in the Summertime,Sly & The Family Stone,11/21/70,rock
Get Together,The Youngbloods,2/22/88,rock
"Hello, I Love You",The Doors,7/3/68,rock
Happy Together,The Turtles,1967-04,rock
Aquarius / Let the Sunshine In (The Flesh Failures) [Remastered],The 5th Dimension,3/23/00,rock
Let's Get It On,Marvin Gaye,8/28/73,rock
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,1/1/05,rock
"The Rain, The Park & Other Things - Single Version",The Cowsills,1/1/88,rock
All My Love - 1990 Remaster,Led Zeppelin,8/15/79,rock
Train Kept a Rollin',Aerosmith,3/15/74,rock
Shooting Star (Remastered Album Version),Bad Company,1975,rock
Carry On,"Crosby, Stills, Nash & Young",3/11/70,rock
Goodbye Yellow Brick Road,Elton John,10/5/73,rock
Hot Blooded,Foreigner,1978,rock
Let's Go Crazy,Prince,9/14/93,rock
Desperado - 2013 Remaster,Eagles,10/21/03,rock
Eight Days A Week - Remastered 2009,The Beatles,12/4/64,rock
Reelin' In The Years,Steely Dan,1/1/72,rock
Lonely Days - Remastered Version,Bee Gees,8/1/73,rock
Can't Stand Losing You - Remastered 2003,The Police,1/1/03,rock
Don't You (Forget About Me),Simple Minds,1992,rock
Don't Dream It's Over,Crowded House,1986,rock
I Need A Lover,John Mellencamp,1/1/97,rock
One Thing Leads To Another,The Fixx,1/1/03,rock
Tempted,Squeeze,1/1/89,rock
Holding Back The Years,Simply Red,2/3/09,rock
Maggie May,Rod Stewart,1/1/09,rock
In My Life - Remastered 2009,The Beatles,12/3/65,rock
In The Dark,Billy Squier,1981,rock
Mysterious Ways,U2,11/18/91,rock
Money for Nothing,Dire Straits,5/13/85,rock
Scenes from an Italian Restaurant,Billy Joel,1985,rock
Slow Ride - Live Version,Foghat,1977,rock
Brown Eyed Girl,Van Morrison,1967-09,rock
Long Cool Woman (In a Black Dress),The Hollies,7/1/78,rock
White Room,Cream,1/1/05,rock
Blinded By The Light,Manfred Mann's Earth Band,8/1/76,rock
"Feelin' Alright - Live at Universal Amphitheater, Los Angeles, CA - 1975",Dave Mason,1974,rock
Something - Remastered 2009,The Beatles,9/26/69,rock
Free Ride,The Edgar Winter Group,11/30/72,rock
Keep It Warm,Flo & Eddie,1976,rock
Dream Weaver,Gary Wright,1975,rock
Some Kind Of Wonderful,Grand Funk Railroad,1/1/06,rock
Centerfold,The J. Geils Band,1981,rock
Fortunate Son,Creedence Clearwater Revival,11/2/69,rock
Johnny B. Goode,Chuck Berry,1/1/07,rock
Long Tall Sally (The Thing),Little Richard,1957-03,rock
Midnight Rider,The Allman Brothers Band,9/18/70,rock
Tighten Up,The Black Keys,5/18/10,rock
Lightning Bolt,Jake Bugg,1/1/12,rock
The Air Near My Fingers,The White Stripes,4/1/03,rock
Ride 'Em On Down,The Rolling Stones,12/2/16,rock
Sunshine Of Your Love,Cream,11/2/67,rock
I Can't Quit You Baby - 2014 Remaster,Led Zeppelin,1/12/69,rock
Ain't No Rest For The Wicked - Original Version,Cage The Elephant,1/1/08,rock
Fire,Barns Courtney,10/23/15,rock
Tennessee Whiskey,Chris Stapleton,5/4/15,rock
Hey Joe,Jimi Hendrix,5/12/67,rock
Travelin' Man,Albert King,5/19/17,rock
Rumble And Sway,Jamie N Commons,1/1/13,rock
Money - 2011 Remastered Version,Pink Floyd,3/16/73,rock
Black Snake,Black Joe Lewis & The Honeybears,1/1/11,rock
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,1/1/00,rock
Runnin' Down A Dream,Tom Petty and the Heartbreakers,10/31/00,rock
Dengue Woman Blues,Jimmie Vaughan,2/20/96,rock
Elephant,Tame Impala,1/1/12,rock
Head Over Heels,JD McPherson,2/9/15,rock
Off The Ground,The Record Company,1/1/16,rock
Don't Owe You a Thang,Gary Clark Jr.,8/8/11,rock
I Need Never Get Old,Nathaniel Rateliff & The Night Sweats,8/21/15,rock
Hot Blood,KALEO,6/10/16,rock
Bad To The Bone,George Thorogood & The Destroyers,1/1/82,rock
Grounds for Divorce,Elbow,1/1/08,rock
I'm Shakin',Jack White,4/23/12,rock
All Right Now,Free,6/26/70,rock
When Love Comes To Town,U2,10/10/88,rock
Turn Up,The Heavy,2/23/16,rock
"One Bourbon, One Scotch, One Beer",John Lee Hooker,1/1/66,rock
(I'm Your) Hoochie Coochie Man,Muddy Waters,1/1/11,rock
"Heartbroken, In Disrepair",Dan Auerbach,2/23/09,rock
Get It On,T. Rex,9/24/71,rock
Open My Eyes,Rival Sons,6/9/14,rock
Jackie And Wilson,Hozier,11/6/14,rock
Shake Me Down,Broken Witt Rebels,11/24/17,rock
Run Like The River,Vintage Trouble,8/14/15,rock
Before You Hit The Ground,Jonny Lang,1/1/98,rock
Heavy Is the Head,Zac Brown Band,4/28/15,rock
Call It What It Is,Ben Harper And The Innocent Criminals,2/2/16,rock
Turns To Gold,Jimi Charles Moody,4/1/16,rock
Ha Ha Ha Ha (Yeah),White Denim,3/25/16,rock
Mr. Apples,Madness,10/28/16,rock
Don't Know What It Means,Tedeschi Trucks Band,1/29/16,rock
Devil's Keep,Tyler Bryant & the Shakedown,11/13/15,rock
Oh No,Goodbye June,4/1/16,rock
Head On,Jamestown Revival,10/7/16,rock
The Pusher,Steppenwolf,1968,rock
I Own You,Mick Flannery,10/7/16,rock
Can't You Hear Me Knocking - Remastered,The Rolling Stones,4/23/71,rock
Shelter,Dorothy,6/24/16,rock
Jailhouse Rock,Elvis Presley,3/21/58,rock
Violent Shiver,Benjamin Booker,8/18/14,rock
Driftin' Blues,Charles Brown,12/14/63,rock
Talk to Me Baby,Elmore James,11/24/14,rock
Do It Again,Steely Dan,1/1/85,rock
Crystal Blue Persuasion (45 Version),Tommy James & The Shondells,1969,rock
Stuck In The Middle With You (Reservoir Dogs),Jim Hornsby,11/1/10,rock
Livin' Thing,Electric Light Orchestra,1976,rock
Turn to Stone,Electric Light Orchestra,1977,rock
Dreams - 2004 Remaster,Fleetwood Mac,2/4/77,rock
Crazy On You,Heart,1975,rock
Layla,Derek & The Dominos,3/7/95,rock
The Logical Song - Remastered 2010,Supertramp,3/29/79,rock
Evil Woman,Electric Light Orchestra,9/19/00,rock
Double Vision - 2008 Remaster,Foreigner,7/8/08,rock
Won't Get Fooled Again - Original Album Version,The Who,1/1/94,rock
Hooked on a Feeling,Blue Swede,9/30/14,rock
Magic Man,Heart,1975,rock
Goodbye Stranger - 2010 Remastered,Supertramp,3/29/79,rock
Sunshine Superman,Donovan,1966-09,rock
Sultans of Swing,Dire Straits,11/10/98,rock
Sister Golden Hair,America,1972,rock
Tin Man,America,1972,rock
Ventura Highway,America,1972,rock
A Horse with No Name,America,1972,rock
Bennie And The Jets,Elton John,1/1/07,rock
Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,3/26/07,rock
Tuesday's Gone,Lynyrd Skynyrd,1/1/91,rock
Sweet Home Alabama,Lynyrd Skynyrd,1/1/91,rock
Bohemian Rhapsody - 2011 Mix,Queen,1/1/11,rock
We Are The Champions - Remastered 2011,Queen,1/1/11,rock
You're My Best Friend - Remastered 2011,Queen,11/21/75,rock
Fortunate Son,Creedence Clearwater Revival,1/1/00,rock
Bad Moon Rising,Creedence Clearwater Revival,1/1/76,rock
Lodi,Creedence Clearwater Revival,1976,rock
Green River,Creedence Clearwater Revival,1976,rock
Have You Ever Seen The Rain,Creedence Clearwater Revival,1/1/76,rock
Up Around The Bend,Creedence Clearwater Revival,1976,rock
Proud Mary,Creedence Clearwater Revival,1976,rock
Born On The Bayou,Creedence Clearwater Revival,1976,rock
I Heard It Through The Grapevine - Single Version,Creedence Clearwater Revival,1/1/09,rock
Travelin' Band,Creedence Clearwater Revival,1/1/76,rock
Only the Young,Journey,1978,rock
Open Arms,Journey,1981,rock
Who's Crying Now,Journey,1981,rock
Lights,Journey,1978,rock
Crocodile Rock,Elton John,1/1/90,rock
Jack & Diane,John Mellencamp,1/1/04,rock
Small Town,John Mellencamp,1/1/04,rock
Landslide,Fleetwood Mac,7/11/75,rock
Heart of Gold,Neil Young,10/28/77,rock
Brown Eyed Girl,Van Morrison,7/7/09,rock
Moondance,Van Morrison,2/28/70,rock
Movin' Out (Anthony's Song),Billy Joel,2010,rock
My Life,Billy Joel,2010,rock
You May Be Right,Billy Joel,2010,rock
Don't Stop,Fleetwood Mac,2/4/77,rock
You're so Vain,Carly Simon,1972,rock
Running on Empty,Jackson Browne,12/6/77,rock
Rocky Mountain Way,Joe Walsh,1/1/08,rock
Dancing In the Moonlight - Original Recording,King Harvest,3/1/72,rock
Rock Lobster - 45 Version,The B-52's,1979,rock
Blinded By The Light,Manfred Mann's Earth Band,1996,rock
Jumpin' Jack Flash,The Rolling Stones,12/20/71,rock
Breakfast In America,Supertramp,3/29/79,rock
Show Me The Way - Live,Peter Frampton,1/1/76,rock
Joy To The World,Three Dog Night,1/1/70,rock
Love Will Keep Us Together,Captain & Tennille,1/1/99,rock
Ride Like the Wind,Christopher Cross,4/19/05,rock
Come and Get Your Love - Re-Recorded,Redbone,1/15/08,rock
Low Rider,War,1/1/03,rock
Urgent,Foreigner,1981,rock
Double Vision,Foreigner,1978,rock
Can't Fight This Feeling,REO Speedwagon,11/5/84,rock
Keep on Loving You,REO Speedwagon,1980,rock
Roll with the Changes,REO Speedwagon,3/16/78,rock
Shakin',Eddie Money,1983,rock
Faithfully,Journey,2/1/83,rock
Too Much Time On My Hands,Styx,1/1/81,rock
Blue Collar Man (Long Nights),Styx,1/1/78,rock
Heat Of The Moment,Asia,1/1/82,rock
Magic Carpet Ride,Steppenwolf,1/1/91,rock
Runnin' Down A Dream,Tom Petty,1/1/08,rock
Don't Do Me Like That,Tom Petty and the Heartbreakers,10/19/79,rock
Ghostbusters,"Ray Parker, Jr.",1978,rock
Life Is A Highway,Tom Cochrane,1992,rock
Born To Be Wild - Single Version,Steppenwolf,1/11/05,rock
Radar Love,Golden Earring,6/7/10,rock
Black Betty,Ram Jam,2/27/90,rock
Eye of the Tiger,Survivor,2006,rock
We Didn't Start the Fire,Billy Joel,10/17/89,rock
Uptown Girl,Billy Joel,8/8/83,rock
Only the Good Die Young,Billy Joel,9/29/77,rock
1979,The Smashing Pumpkins,10/24/95,rock
I'm Gonna Be (500 Miles),The Proclaimers,9/1/03,rock
American Pie,Don McLean,1/1/88,rock
Barracuda,Heart,5/14/77,rock
Go Your Own Way,Fleetwood Mac,11/21/88,rock
The Chain - 2004 Remaster,Fleetwood Mac,2/4/77,rock
Go Your Own Way - 2004 Remaster,Fleetwood Mac,2/4/77,rock
Little Lies,Fleetwood Mac,4/13/87,rock
Gypsy,Fleetwood Mac,11/21/88,rock
Everywhere,Fleetwood Mac,4/13/87,rock
Don't Stop - 2004 Remaster,Fleetwood Mac,2/4/77,rock
Feels like the First Time - 2008 Remaster,Foreigner,2008,rock
